"",,January 2004,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"43,752","41,079","2,672",6.1
2,"44,391","42,865","1,526",3.4
3,"48,964","48,081",882,1.8
4,"39,420","37,142","2,278",5.8
5,"32,341","29,183","3,158",9.8
6,"38,622","35,859","2,763",7.2
7,"31,115","27,368","3,748",12.0
8,"26,346","21,501","4,845",18.4
"",,February 2004,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"44,297","41,613","2,683",6.1
2,"44,955","43,423","1,532",3.4
3,"49,593","48,707",886,1.8
4,"39,913","37,625","2,287",5.7
5,"32,733","29,562","3,171",9.7
6,"39,099","36,325","2,774",7.1
7,"31,487","27,724","3,763",12.0
8,"26,645","21,780","4,865",18.3
"",,March 2004,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"44,406","41,495","2,910",6.6
2,"44,961","43,299","1,662",3.7
3,"49,529","48,568",961,1.9
4,"39,999","37,519","2,481",6.2
5,"32,918","29,478","3,440",10.4
6,"39,231","36,222","3,009",7.7
7,"31,726","27,645","4,081",12.9
8,"26,995","21,719","5,277",19.5
"",,April 2004,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"44,246","41,629","2,617",5.9
2,"44,933","43,439","1,494",3.3
3,"49,589","48,725",864,1.7
4,"39,870","37,640","2,230",5.6
5,"32,666","29,573","3,093",9.5
6,"39,044","36,339","2,705",6.9
7,"31,404","27,734","3,670",11.7
8,"26,533","21,789","4,744",17.9
"",,May 2004,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"43,966","41,277","2,689",6.1
2,"44,607","43,071","1,535",3.4
3,"49,201","48,313",888,1.8
4,"39,614","37,321","2,292",5.8
5,"32,501","29,323","3,178",9.8
6,"38,812","36,031","2,780",7.2
7,"31,271","27,499","3,771",12.1
8,"26,480","21,604","4,876",18.4
"",,June 2004,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"44,856","41,837","3,019",6.7
2,"45,380","43,656","1,723",3.8
3,"49,965","48,969",997,2.0
4,"40,401","37,828","2,573",6.4
5,"33,289","29,721","3,568",10.7
6,"39,641","36,520","3,121",7.9
7,"32,106","27,873","4,233",13.2
8,"27,371","21,898","5,473",20.0
"",,July 2004,,
"",,,,Unemployment
Ward,Labor Force,Employment Unemployment,,Rate
1,"45,705","42,412 3,293",,7.2
2,"46,136","44,256 1,880",,4.1
3,"50,728","49,641 1,088",,2.1
4,"41,155","38,347 2,807",,6.8
5,"34,022","30,129 3,892",,11.4
6,"40,427","37,022 3,405",,8.4
7,"32,874","28,255 4,619",,14.0
8,"28,169","22,198 5,971",,21.2
"",,August 2004,,
"",,,,Unemployment
Ward,Labor Force,Employment Unemployment,,Rate
1,"45,120","42,320 2,800",,6.2
2,"45,759","44,160 1,599",,3.5
3,"50,459","49,534 925",,1.8
4,"40,651","38,265 2,387",,5.9
5,"33,373","30,064 3,309",,9.9
6,"39,837","36,942 2,895",,7.3
7,"32,121","28,195 3,927",,12.2
8,"27,227","22,150 5,076",,18.6
"",,September 2004,,
"",,,,Unemployment
Ward,Labor Force,Employment Unemployment,,Rate
1,"44,730","41,962 2,768",,6.2
2,"45,367","43,787 1,580",,3.5
3,"50,029","49,115 914",,1.8
4,"40,300","37,941 2,359",,5.9
5,"33,081","29,810 3,271",,9.9
6,"39,491","36,630 2,862",,7.2
7,"31,838","27,956 3,882",,12.2
8,"26,981","21,963 5,018",,18.6
"",,October 2004,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"45,057","42,175","2,883",6.4
2,"45,654","44,008","1,646",3.6
3,"50,315","49,364",952,1.9
4,"40,590","38,133","2,457",6.1
5,"33,368","29,961","3,407",10.2
6,"39,795","36,815","2,980",7.5
7,"32,140","28,098","4,042",12.6
8,"27,300","22,074","5,226",19.1
"",,November 2004,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"45,092","42,150","2,941",6.5
2,"45,662","43,983","1,679",3.7
3,"50,306","49,335",971,1.9
4,"40,618","38,111","2,507",6.2
5,"33,420","29,943","3,476",10.4
6,"39,835","36,794","3,041",7.6
7,"32,206","28,081","4,125",12.8
8,"27,394","22,061","5,333",19.5
"",,December 2004,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"45,280","42,263","3,017",6.7
2,"45,823","44,101","1,722",3.8
3,"50,463","49,467",996,2.0
4,"40,785","38,213","2,572",6.3
5,"33,589","30,024","3,566",10.6
6,"40,011","36,892","3,119",7.8
7,"32,387","28,156","4,231",13.1
8,"27,590","22,120","5,470",19.8
