"",,January 2008,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"47,223","44,716","2,507",5.3
2,"48,091","46,660","1,431",3.0
3,"53,165","52,338",828,1.6
4,"42,567","40,430","2,137",5.0
5,"34,729","31,766","2,963",8.5
6,"41,625","39,033","2,592",6.2
7,"33,306","29,790","3,516",10.6
8,"27,949","23,404","4,545",16.3
"",,February 2008,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"47,342","45,173","2,169",4.6
2,"48,375","47,137","1,238",2.6
3,"53,589","52,873",716,1.3
4,"42,693","40,844","1,849",4.3
5,"34,654","32,091","2,564",7.4
6,"41,675","39,432","2,243",5.4
7,"33,137","30,095","3,042",9.2
8,"27,576","23,643","3,933",14.3
"",,March 2008,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"47,719","45,306","2,413",5.1
2,"48,653","47,276","1,377",2.8
3,"53,826","53,029",797,1.5
4,"43,021","40,964","2,056",4.8
5,"35,037","32,185","2,851",8.1
6,"42,043","39,549","2,494",5.9
7,"33,567","30,184","3,383",10.1
8,"28,087","23,713","4,374",15.6
"",,April 2008,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"47,565","45,571","1,995",4.2
2,"48,691","47,552","1,139",2.3
3,"53,997","53,338",659,1.2
4,"42,904","41,203","1,700",4.0
5,"34,731","32,373","2,357",6.8
6,"41,842","39,779","2,062",4.9
7,"33,157","30,360","2,797",8.4
8,"27,468","23,852","3,616",13.2
"",,May 2008,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"47,737","45,248","2,489",5.2
2,"48,636","47,215","1,421",2.9
3,"53,782","52,960",822,1.5
4,"43,033","40,911","2,122",4.9
5,"35,086","32,144","2,942",8.4
6,"42,071","39,497","2,574",6.1
7,"33,636","30,145","3,491",10.4
8,"28,196","23,682","4,513",16.0
"",,June 2008,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"48,258","45,580","2,678",5.5
2,"49,090","47,561","1,529",3.1
3,"54,233","53,349",884,1.6
4,"43,494","41,212","2,283",5.2
5,"35,545","32,380","3,165",8.9
6,"42,556","39,787","2,769",6.5
7,"34,121","30,366","3,755",11.0
8,"28,712","23,856","4,855",16.9
"",,July 2008,,
"",,,,Unemployment
Ward,Labor Force,Employment Unemployment,,Rate
1,"49,314","46,436 2,879",,5.8
2,"50,098","48,455 1,643",,3.3
3,"55,301","54,351 951",,1.7
4,"44,439","41,986 2,454",,5.5
5,"36,390","32,988 3,402",,9.3
6,"43,511","40,534 2,976",,6.8
7,"34,973","30,936 4,037",,11.5
8,"29,523","24,304 5,219",,17.7
"",,August 2008,,
"",,,,Unemployment
Ward,Labor Force,Employment Unemployment,,Rate
1,"48,849","46,018 2,832",,5.8
2,"49,635","48,018 1,617",,3.3
3,"54,797","53,862 935",,1.7
4,"44,021","41,608 2,414",,5.5
5,"36,037","32,691 3,347",,9.3
6,"43,097","40,170 2,928",,6.8
7,"34,629","30,658 3,971",,11.5
8,"29,219","24,086 5,134",,17.6
"",,September 2008,,
"",,,,Unemployment
Ward,Labor Force,Employment Unemployment,,Rate
1,"48,166","45,328 2,839",,5.9
2,"48,919","47,298 1,621",,3.3
3,"53,991","53,054 937",,1.7
4,"43,404","40,984 2,420",,5.6
5,"35,556","32,201 3,355",,9.4
6,"42,502","39,567 2,935",,6.9
7,"34,179","30,198 3,981",,11.6
8,"28,871","23,724 5,147",,17.8
"",,October 2008,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"47,826","44,928","2,897",6.1
2,"48,536","46,882","1,654",3.4
3,"53,543","52,587",957,1.8
4,"43,092","40,623","2,469",5.7
5,"35,341","31,917","3,424",9.7
6,"42,214","39,219","2,995",7.1
7,"33,995","29,932","4,063",12.0
8,"28,768","23,515","5,253",18.3
"",,November 2008,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"47,716","44,586","3,130",6.6
2,"48,311","46,524","1,787",3.7
3,"53,219","52,185","1,033",1.9
4,"42,981","40,313","2,668",6.2
5,"35,373","31,673","3,699",10.5
6,"42,156","38,920","3,236",7.7
7,"34,093","29,704","4,389",12.9
8,"29,011","23,336","5,675",19.6
"",,December 2008,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"47,535","44,262","3,274",6.9
2,"48,055","46,186","1,869",3.9
3,"52,887","51,806","1,081",2.0
4,"42,810","40,020","2,790",6.5
5,"35,312","31,443","3,869",11.0
6,"42,021","38,637","3,385",8.1
7,"34,079","29,488","4,591",13.5
8,"29,102","23,166","5,935",20.4
