"",,January 2005,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"45,105","42,423","2,682",5.9
2,"45,799","44,268","1,531",3.3
3,"50,540","49,655",886,1.8
4,"40,644","38,358","2,286",5.6
5,"33,307","30,137","3,170",9.5
6,"39,805","37,032","2,773",7.0
7,"32,024","28,263","3,761",11.7
8,"27,067","22,204","4,862",18.0
"",,February 2005,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"45,798","42,856","2,942",6.4
2,"46,399","44,719","1,680",3.6
3,"51,132","50,161",971,1.9
4,"41,257","38,749","2,508",6.1
5,"33,922","30,445","3,477",10.3
6,"40,451","37,409","3,042",7.5
7,"32,677","28,551","4,126",12.6
8,"27,765","22,431","5,334",19.2
"",,March 2005,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"45,689","42,983","2,706",5.9
2,"46,397","44,852","1,545",3.3
3,"51,203","50,310",894,1.7
4,"41,171","38,864","2,307",5.6
5,"33,733","30,535","3,198",9.5
6,"40,318","37,521","2,798",6.9
7,"32,431","28,636","3,795",11.7
8,"27,404","22,497","4,906",17.9
"",,April 2005,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"45,678","43,254","2,424",5.3
2,"46,519","45,135","1,384",3.0
3,"51,427","50,627",801,1.6
4,"41,175","39,109","2,067",5.0
5,"33,593","30,728","2,865",8.5
6,"40,264","37,757","2,507",6.2
7,"32,217","28,817","3,400",10.6
8,"27,035","22,639","4,396",16.3
"",,May 2005,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"45,525","42,808","2,717",6.0
2,"46,221","44,669","1,551",3.4
3,"51,002","50,105",897,1.8
4,"41,022","38,706","2,316",5.6
5,"33,622","30,411","3,211",9.6
6,"40,177","37,368","2,809",7.0
7,"32,330","28,520","3,810",11.8
8,"27,332","22,406","4,926",18.0
"",,June 2005,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"46,207","43,495","2,712",5.9
2,"46,934","45,386","1,548",3.3
3,"51,804","50,909",896,1.7
4,"41,638","39,326","2,312",5.6
5,"34,104","30,898","3,205",9.4
6,"40,771","37,967","2,804",6.9
7,"32,780","28,977","3,803",11.6
8,"27,682","22,765","4,917",17.8
"",,July 2005,,
"",,,,Unemployment
Ward,Labor Force,Employment Unemployment,,Rate
1,"47,049","44,533 2,515",,5.3
2,"47,905","46,469 1,436",,3.0
3,"52,955","52,124 831",,1.6
4,"42,410","40,265 2,144",,5.1
5,"34,609","31,636 2,973",,8.6
6,"41,474","38,874 2,601",,6.3
7,"33,196","29,669 3,528",,10.6
8,"27,869","23,309 4,561",,16.4
"",,August 2005,,
"",,,,Unemployment
Ward,Labor Force,Employment Unemployment,,Rate
1,"46,481","44,076 2,406",,5.2
2,"47,365","45,992 1,373",,2.9
3,"52,383","51,588 794",,1.5
4,"41,902","39,852 2,051",,4.9
5,"34,154","31,311 2,843",,8.3
6,"40,962","38,474 2,487",,6.1
7,"32,738","29,364 3,374",,10.3
8,"27,431","23,069 4,362",,15.9
"",,September 2005,,
"",,,,Unemployment
Ward,Labor Force,Employment Unemployment,,Rate
1,"45,770","43,467 2,303",,5.0
2,"46,672","45,357 1,315",,2.8
3,"51,637","50,877 760",,1.5
4,"41,265","39,302 1,963",,4.8
5,"33,601","30,879 2,722",,8.1
6,"40,325","37,943 2,381",,5.9
7,"32,188","28,959 3,230",,10.0
8,"26,926","22,751 4,176",,15.5
"",,October 2005,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"45,742","43,446","2,296",5.0
2,"46,645","45,335","1,311",2.8
3,"51,609","50,851",758,1.5
4,"41,239","39,282","1,957",4.7
5,"33,577","30,864","2,714",8.1
6,"40,298","37,924","2,374",5.9
7,"32,164","28,944","3,220",10.0
8,"26,903","22,739","4,163",15.5
"",,November 2005,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"45,577","43,248","2,330",5.1
2,"46,458","45,128","1,330",2.9
3,"51,389","50,619",769,1.5
4,"41,089","39,103","1,986",4.8
5,"33,476","30,723","2,754",8.2
6,"40,160","37,751","2,409",6.0
7,"32,080","28,812","3,267",10.2
8,"26,860","22,636","4,224",15.7
"",,December 2005,,
"",,,,Unemployment
Ward,Labor Force,Employment,Unemployment,Rate
1,"45,715","43,411","2,303",5.0
2,"46,614","45,299","1,315",2.8
3,"51,571","50,811",761,1.5
4,"41,214","39,251","1,963",4.8
5,"33,562","30,839","2,722",8.1
6,"40,276","37,894","2,382",5.9
7,"32,152","28,921","3,230",10.0
8,"26,898","22,721","4,176",15.5
